timestamp,rr_interval
0.673,673.06
1.382,708.51
2.088,705.97
2.765,677.15
3.502,737.6
4.225,722.99
4.901,675.28
5.578,677.64
6.255,676.48
6.941,686.58
7.616,674.9
8.288,671.46
8.953,665.84
9.653,699.06
10.339,686.22
11.053,714.32
11.78,727.05
12.533,752.74
13.215,681.94
13.857,642.16
14.541,684.39
15.193,651.85
15.867,674.05
16.522,654.6
17.175,652.75
17.8,624.91
18.466,666.12
19.104,638.26
19.765,660.97
20.491,726.41
21.161,669.56
21.834,673.21
22.539,705.18
23.249,710.06
23.941,691.81
24.658,716.83
25.314,655.82
25.958,644.38
26.609,650.41
27.263,654.51
27.914,650.94
28.612,698.17
29.269,657.14
29.938,668.56
30.624,686.57
31.319,694.92
32.012,692.67
32.697,685.48
33.392,694.38
34.119,727.1
34.817,697.97
35.509,692.1
36.181,671.49
36.873,692.66
37.555,682.23
38.232,676.79
38.9,667.58
39.577,677.03
40.261,684.2
41.005,743.5
41.772,767.98
42.516,743.73
43.262,745.75
43.987,725.07
44.695,707.95
45.369,674.39
46.014,644.65
46.646,632.42
47.342,695.55
47.981,638.52
48.643,662.09
49.286,643.44
49.942,656.11
52.06,740.29
52.797,736.11
53.514,717.15
54.244,730.36
54.95,706.24
55.639,688.48
56.382,743.37
57.121,738.46
57.818,697.16
60.526,721.41
60.833,734.71
61.184,749.65
61.528,763.13
61.843,773.68
62.211,782.87
62.501,787.05
63.282,780.35
64.035,752.82
64.774,739.49
65.508,734.2
66.237,728.56
66.96,723.3
67.667,707.02
68.371,704.24
69.128,756.22
69.842,714.43
70.537,694.59
71.27,732.94
71.976,706.51
74.817,727.46
75.518,701.27
76.196,677.79
76.964,767.75
77.665,700.94
78.328,663.83
78.992,663.95
79.671,678.49
80.35,678.89
81.032,682.34
81.726,694.44
82.415,688.47
83.107,691.65
83.807,700.84
84.56,752.39
85.28,720.49
85.957,676.74
87.305,658.83
87.758,665.98
87.973,670.13
88.409,678.34
88.641,681.87
89.326,684.27
89.998,672.31
90.669,671.03
91.374,705.4
92.071,696.61
92.812,741.36
93.556,743.38
94.264,707.99
94.968,704.08
95.676,708.24
96.347,671.24
96.988,640.98
97.642,653.44
98.277,634.99
98.578,627.97
98.94,626.47
99.208,629.28
99.604,637.87
99.832,644.44
100.268,658.42
100.718,672.08
100.932,677.34
101.615,683.71
102.286,670.42
102.936,650.62
103.577,641.05
104.23,652.36
104.889,659.73
105.523,633.54
106.143,619.58
106.795,652.9
107.431,635.74
108.083,651.93
108.74,657.18
109.367,626.27
110.042,675.55
110.697,654.41
111.385,688.56
112.046,660.44
112.695,649.7
113.378,682.62
113.681,692.64
114.053,696.24
114.265,694.84
114.729,685.48
115.174,671.83
115.404,664.33
115.794,652.86
116.079,646.79
116.725,646.26
117.379,653.95
118.016,636.93
118.697,680.22
119.353,656.8
120.038,684.93
120.747,708.71
121.388,640.65
122.044,656.68
122.698,653.92
123.376,678.01
124.065,688.7
124.733,667.56
125.395,662.01
126.059,664.08
126.67,611.83
127.302,631.45
127.949,646.98
128.599,650.45
129.257,657.75
129.898,640.71
130.536,637.99
131.22,684.16
131.896,676.14
132.644,747.51
133.356,712.24
134.034,677.74
134.677,643.68
135.362,684.8
136.051,688.49
136.712,661.17
137.39,678.73
138.047,656.66
138.686,638.67
139.373,687.07
140.022,648.66
140.725,703.8
141.398,672.91
142.104,705.83
142.745,641.24
143.426,680.29
144.13,704.51
144.781,651.03
145.432,651.0
146.121,688.79
146.78,659.2
147.405,625.17
148.051,645.32
148.682,631.28
149.308,626.57
149.947,639.05
150.607,659.5
151.26,653.08
151.853,593.35
152.467,613.55
153.093,626.21
153.735,642.07
154.404,668.5
157.098,644.68
157.708,610.18
158.302,593.68
158.962,660.46
159.617,654.79
160.276,658.72
160.943,667.01
161.251,668.59
161.6,668.72
161.986,666.89
162.257,664.44
162.458,662.02
162.915,654.71
163.555,640.52
164.183,627.77
164.809,626.47
165.426,616.68
166.057,630.77
166.655,597.64
167.245,590.98
167.861,615.17
168.291,626.84
168.486,629.43
168.908,630.79
169.111,629.97
169.364,628.19
169.736,625.1
169.954,623.66
170.361,623.11
170.993,632.48
171.651,658.02
172.327,675.27
172.989,661.83
173.669,680.24
174.332,662.74
174.965,633.48
175.58,614.62
176.243,663.48
176.861,618.29
177.474,612.66
178.101,627.24
178.725,624.1
179.376,650.85
180.007,630.93
180.637,629.39
181.331,694.11
182.041,710.81
182.731,690.01
183.476,744.11
184.16,684.0
184.838,678.2
185.53,692.28
186.195,664.63
186.827,631.88
187.446,618.98
188.067,621.7
188.695,628.11
189.378,682.58
190.044,665.9
190.744,699.89
191.398,654.13
192.082,684.03
192.754,672.53
193.002,664.21
193.411,654.56
193.615,651.4
194.067,647.57
194.428,646.98
194.723,647.64
195.374,650.89
196.03,655.88
198.025,685.04
198.698,672.87
199.352,654.53
200.027,675.35
200.707,679.1
201.416,709.93
202.12,703.21
202.811,691.14
203.473,662.39
204.165,691.97
204.846,681.28
205.511,664.18
206.207,696.31
206.925,718.05
207.619,694.15
208.33,710.63
208.995,665.52
209.692,696.68
210.105,708.96
210.365,708.45
210.592,704.94
211.039,695.66
211.737,698.38
212.461,724.12
213.153,691.67
213.851,698.69
214.567,715.75
215.239,672.27
215.917,677.91
216.591,673.46
217.234,642.91
217.866,631.93
218.521,654.9
219.204,683.17
219.854,649.93
220.518,664.11
221.262,744.08
221.943,681.45
222.678,735.08
223.431,752.68
224.1,669.22
224.783,682.32
225.496,713.73
226.223,726.52
226.884,661.45
227.573,689.13
228.258,684.83
228.963,705.16
229.639,675.47
230.344,705.14
231.047,702.85
231.716,668.7
232.435,719.04
233.165,730.29
233.869,703.67
234.566,697.33
235.255,689.53
235.933,677.69
236.602,668.55
237.266,664.64
238.509,653.22
238.916,649.03
239.145,646.91
239.582,643.75
239.782,642.82
240.059,642.23
240.419,642.9
240.844,646.23
241.055,649.07
241.719,664.09
242.402,683.09
243.079,676.39
243.739,660.49
244.433,693.84
245.107,673.76
245.764,657.37
246.45,685.63
247.124,673.78
247.801,677.49
248.464,662.66
249.134,670.01
249.793,659.1
250.456,663.29
251.157,700.76
251.881,724.43
252.593,711.26
252.896,700.39
253.322,684.15
253.617,673.52
254.051,660.98
254.496,654.63
254.781,655.46
255.459,678.21
256.164,705.18
256.818,653.72
257.459,641.38
258.088,628.69
258.751,663.37
259.373,621.52
260.026,653.39
260.73,704.03
261.389,658.86
262.772,688.83
263.481,709.75
264.161,680.12
264.815,653.13
265.474,659.38
266.111,637.4
266.787,675.57
267.439,651.83
268.116,677.22
268.785,668.97
269.405,620.52
270.082,676.55
270.784,701.67
271.507,722.84
272.231,724.26
272.984,753.26
273.688,703.56
274.37,682.5
275.036,665.48
275.681,645.19
276.335,654.2
276.968,632.94
277.647,678.77
278.318,671.56
278.986,667.41
279.636,650.27
280.314,677.73
281.046,731.93
281.784,738.06
282.523,738.92
283.244,720.97
283.969,725.42
284.72,751.23
285.411,690.67
286.146,735.24
286.803,657.31
287.467,664.08
288.152,684.83
289.473,695.67
290.156,682.47
290.815,659.38
291.478,662.73
292.198,720.06
292.93,731.87
293.637,706.96
294.347,709.86
295.029,682.37
295.733,704.26
296.445,711.57
297.158,712.6
297.884,725.94
298.566,682.08
299.235,669.09
299.951,716.4
