timestamp_sec,rr_ms
0.0,695.8324215259453
0.6958324215259453,723.3427754701258
1.419175196996071,709.9556880634481
2.129130885059519,737.7052679094504
2.866836152968969,691.7314648756902
3.5585676178446595,701.6662906849737
4.260233908529633,722.1973862918236
4.982431294821457,702.8173705683283
5.685248665389786,686.1037992798059
6.371352464669592,663.6750768700135
7.0350275415396055,666.5965739037147
7.7016241154433205,691.3466840114279
8.392970799454748,687.93049219968
9.080901291654428,690.0517903437141
9.770953081998142,707.0862391640668
10.478039321162209,691.2005472532172
11.169239868415426,702.0938990754962
11.871333767490922,731.8138713046295
12.603147638795551,729.6475045758447
13.332795143371396,734.7418301156314
14.067536973487027,703.4540018105747
14.770990975297602,687.9806263683886
15.45897160166599,684.1880327997393
16.14315963446573,677.0049256483096
16.820164560114037,688.2635466248602
17.508428106738897,683.1037674710059
18.191531874209904,666.5013677258429
18.858033241935747,657.0573714290081
19.515090613364755,667.935964198373
20.18302657756313,705.5869897321022
20.88861356729523,725.3247326552437
21.613938299950476,752.0873650500793
22.366025665000556,692.406886419204
23.05843255141976,709.667225884075
23.768099777303835,715.8359565609843
24.48393573386482,731.8969623213575
25.215832696186176,715.7848315224057
25.931617527708582,679.3536584583628
26.610971186166946,666.5146706800982
27.277485856847044,667.069940355666
27.94455579720271,671.5291353970281
28.616084932599737,700.9634439004229
29.31704837650016,684.0954884591287
30.00114386495929,717.3028627783777
30.718446727737668,712.0259420284199
31.430472669766086,704.5081304713271
32.134980800237415,733.6154108158221
32.86859621105324,739.4938385326035
33.60809004958584,719.552085378167
34.32764213496401,703.7435498522947
35.03138568481631,694.5289110009704
35.72591459581728,678.9173765222484
36.40483197233953,685.8408138498443
37.09067278618937,689.9256778801201
37.78059846406949,684.790301230481
38.46538876529997,682.2290497133242
39.14761781501329,666.2964277836325
39.813914242796926,697.8452175605993
40.511759460357524,720.86275218345
41.232622212540974,712.9071793148188
41.94552939185579,720.5868421145041
42.6661162339703,710.5567691148609
43.37667300308516,708.4564579463228
44.085129461031485,718.8521829462547
44.80398164397774,696.9625993211947
45.50094424329894,703.3138837275524
46.20425812702649,671.3302999398996
46.87558842696639,647.790608111764
47.52337903507815,670.0356373224729
48.19341467240062,689.1757103700515
48.88259038277067,692.0677666765039
49.574658149447174,711.1152906260107
